# Hardware constants (Apple M1 Pro)
hw_peak_flops_gflops,25.6
hw_peak_mem_bw_gbs,68
hw_peak_l2_bw_gbs,250
hw_peak_l1_bw_gbs,800
measured_mem_bw_gbs,89.7372


# Benchmark parameters
n_clients,500
n_routes,20
repeats,200

# variant,time_sec,total_evals,arith_intensity_flop_byte,throughput_gflops,achieved_bw_gbs
naive,0.277994,51796200,1.60417,14.3467,8.94341
optimized,0.275553,51796200,1.60417,14.4738,9.02265
